author,published_at,updated_at,like_count,text,cyberbullying_type,label
@fakaafakvideo727,2019-07-31T03:27:23Z,2019-07-31T03:27:23Z,4,"This man Arnab Goswami should keep his mouth shut while someone is speaking.<br><br>I can&#39;t say anything about the whole Hrithik-Kangana issue but this picture is actually not intimate.<br>They were enacting old bollywood posters.<br>This is bollywood party after-all, this is not journalist&#39;s cocktail party where they will discuss National issues.",non-toxic,non-bullying
@nりろ,2024-03-01T23:30:43Z,2024-03-01T23:30:43Z,1,ミスタービースト 会いたいよ会いたいから日本に来て❤🎉😊😂,non-toxic,non-bullying
@m.f.mfazrin8720,2025-06-13T07:39:23Z,2025-06-13T07:39:23Z,0,Make it 1 trillion💵,non-toxic,non-bullying
@talhaimam1928,2025-03-01T08:08:02Z,2025-03-01T08:08:02Z,1,Fuckin A 😂 Americans change colours faster than the speed of light 🤣🤣,"toxicity, identity_attack",bullying
@roadmanmissions5722,2024-05-24T06:03:14Z,2024-05-24T06:03:14Z,0,The west jail system the most corrupt.,"toxicity, threat",bullying
@DanishSaleem-jq2wd,2024-05-15T03:14:22Z,2024-05-15T03:14:22Z,1,Plz give me 100dollor iam Indian Mr beast,toxicity,bullying
@hfs9502,2025-02-28T21:36:00Z,2025-02-28T21:36:00Z,1,Kennedy was skilled in avoiding WWIII.  Zelensky lacked the skill to negotiate Neutrality and avoid a war. Russia was clear in not allowing NATO membership.  Again Zelensky demonstrated his lack of negotiation skill. He won the argument and lost the war. Poor Ukrainians.,non-toxic,non-bullying
@Ipek-qy7mr,2025-06-14T19:18:14Z,2025-06-14T19:18:14Z,1,love❤❤❤,non-toxic,non-bullying
@LioraC,2025-03-01T13:49:32Z,2025-03-01T13:49:32Z,0,Unbelievable.  Trump and Vance are so arrogant and rude and inhuman.  The last thing they want is peace. They want to humiliate Zelinsky and steal the minerals from Ukraine.  Heaven help us all,"toxicity, threat",bullying
@timpom6884,2025-03-01T08:02:01Z,2025-03-01T08:02:01Z,1,No doubt Politicians are the biggest crackpots any and every country has to offer!,"toxicity, threat",bullying
@Arella_Taekwando,2024-08-24T09:13:56Z,2024-08-24T09:13:56Z,0,Chill💀,non-toxic,non-bullying
@deborahflourhing7881,2025-03-02T10:10:41Z,2025-03-02T10:10:41Z,0,This is very bad speaker like this noway,non-toxic,non-bullying
@mutharyounis8106,2025-03-01T09:45:59Z,2025-03-01T09:46:36Z,1,"Zelensky is a staunch Israel supporter and hypocrite. F**k him. Unfortunately, the people of Ukraine are the ones that will suffer.","toxicity, identity_attack, threat",bullying
@imadoops,2025-03-04T01:41:12Z,2025-03-04T01:42:29Z,0,"Imagine draging your country into a deadly end, following the commands of usa, to only get humiliated in front of whole world like this, what a stupid person is zelwnsky,","toxicity, threat",bullying
@mauricejs7507,2025-03-09T18:04:08Z,2025-03-09T18:04:08Z,0,Zelensky is a more strong man inside,non-toxic,non-bullying
@jennifermarcel4929,2025-06-22T03:38:06Z,2025-06-22T03:38:06Z,0,I LOVE YOU  MRBEST,non-toxic,non-bullying
@etol417,2018-12-29T00:53:12Z,2018-12-29T00:53:12Z,0,"SRSLY?! The first guy got hurt and his phone probably broke! I mean, come on dude!",non-toxic,non-bullying
@m15try45,2018-08-16T14:14:52Z,2018-08-16T14:14:52Z,0,this channel is what happens when you&#39;re not disciplined as a child and fail you&#39;re education so are suck making a tit of yourself on the internet. congrats,toxicity,bullying
@ellainef.andales1135,2020-01-14T04:27:46Z,2020-01-14T04:27:46Z,1,I think they rub the bag they not give back to they trip people,non-toxic,non-bullying
@shahram311,2024-01-25T12:53:56Z,2024-01-25T12:53:56Z,64,It is so hard to look at the person&#39;s face who killed someone you loved and be relax,non-toxic,non-bullying
@avnistar2703,2025-03-01T01:29:56Z,2025-03-01T01:29:56Z,0,"At this rate, it&#39;s very clear that Vance and Trump are traitors working for Russian","toxicity, threat",bullying
@JeffLunn,2025-03-05T22:13:15Z,2025-03-05T22:13:15Z,0,Wtf  ....I can&#39;t believe what I just watched,"toxicity, identity_attack",bullying
@AnhLe-iy7cs,2025-01-29T13:11:04Z,2025-01-29T13:11:04Z,0,Nó hay và không tand nhẫn như của hàn quốc 😂,non-toxic,non-bullying
@Angel-tj6us,2017-12-30T00:58:43Z,2017-12-30T00:58:43Z,0,That ducking mean to the first guy,toxicity,bullying
@許閔翔-i5r,2024-10-19T04:01:40Z,2024-10-19T04:01:40Z,0,午安  希望 韓國女明星(秀智) 和 (潤娥) 可以嫁個好男人 一輩子幸福+395（每天情人節快樂）,non-toxic,non-bullying
@owenjuhlke3025,2025-03-02T13:04:07Z,2025-03-02T13:04:07Z,8,trump continuously cutting off zielinski to make the dumbest most incompetent and invalid points possible is so annoying why is he in power,"toxicity, threat",bullying
@Strikelandneverdie,2025-03-01T05:38:09Z,2025-03-01T05:38:09Z,1,Where is the media propaganda that shows ukrain is winning,non-toxic,non-bullying
@verktools731,2025-03-02T15:53:16Z,2025-03-02T15:53:33Z,0,"They drink vodka from the bottle in Russia now, its depressing to see this 😢",non-toxic,non-bullying
@manlikamaihom6535,2024-10-01T11:54:37Z,2024-10-01T11:54:37Z,0,ผมชอบโรนัลโด้,non-toxic,non-bullying
@olicorrivo3289,2024-02-05T15:45:53Z,2024-02-05T15:45:53Z,0,"I only clicked on this video to see the comments and downvote all you silly crazy people. Stay on the internet and never go outside please, you doing the world a favor. You working hard on getting rid of the rights of victims to speak after a trial, good job. In some sense though, i agree with your goal. What kinda judicial system allows friends and family of the victim to speak to the killer when we know people are crazy and cant control themselves? Hell, they should not even be allowed in the courtroom right ? If its good to submit to your emotions, then you guys should agree with that prescription.","toxicity, threat",bullying
@Pietroporcionato,2025-01-26T02:04:37Z,2025-01-26T02:04:37Z,0,O best ele tava gostando da 067 pq ela é de programa mais de,non-toxic,non-bullying
@chancelorofdisdain8425,2025-03-25T03:47:29Z,2025-03-25T03:47:29Z,0,Trump and Vance both inept at their jobs.,"toxicity, threat",bullying
@ahpusam,2024-04-27T17:39:08Z,2024-04-27T17:39:08Z,0,“let me have that son of a bitch”<br>bro dropped this ✋👑,"toxicity, identity_attack, threat",bullying
@HKP..PP160,2025-03-01T04:58:53Z,2025-03-01T04:58:53Z,3,Trump is the real disrespect for amerixan. I don&#39;t believe that the Americans want him to be the president. Trump&#39;s argument shows that he is the spokesperson of Russia not for America. <br>Just disgusting for Americans and shame for all,"toxicity, threat",bullying
@Smanning91,2024-05-20T23:44:15Z,2024-05-20T23:44:15Z,0,Do the cops when they take the offenders to the halls give them crap? I would be making sure those cuffs are tight and Id let them know how much they will suffer in jail.,"toxicity, identity_attack",bullying
@haydenwittig8877,2025-03-01T05:57:05Z,2025-03-01T05:57:05Z,0,Its like a student sent to the Principals office for doing something wrong he is a President of a Nation and should not be addressed like that almost Bullying him.,non-toxic,non-bullying
@cherrypfauenergyhealing,2025-02-28T23:51:15Z,2025-02-28T23:51:15Z,155,I am ashamed of my country today. This is bullying at its worst.,non-toxic,non-bullying
@jigzalfaro4603,2025-03-05T14:32:14Z,2025-03-05T14:32:14Z,0,Stupid......... W8 for the ww3 stupid trump and also the vice p.stupid,"toxicity, threat",bullying
@Orange_City_767,2024-03-26T15:43:06Z,2024-03-26T15:43:06Z,0,So payton doesn&#39;t deserve death sentence??,toxicity,bullying
@shaalonj3345,2024-06-21T07:06:37Z,2024-06-21T07:06:37Z,0,"Nah this pisses me off so bad the victims family should be able to get their lick back idgaf , the law is bullshit !!!","toxicity, identity_attack, threat",bullying
@dyrellbrown6812,2024-01-31T17:36:11Z,2024-01-31T17:36:11Z,2,There are some sick people in this world…,"toxicity, threat",bullying
@zlatnigoldeni,2025-03-02T11:36:52Z,2025-03-02T11:36:52Z,0,"Trump and Wance, two primitive clowns !","toxicity, threat",bullying
@steverussel9842,2025-03-03T21:30:38Z,2025-03-03T21:30:38Z,0,Is Zelensky&#39;s chair bigger than Trump&#39;s to make him look like the smaller guy to go along with the bullying?,non-toxic,non-bullying
@pattystrawn3548,2025-03-01T14:53:40Z,2025-03-01T14:53:40Z,0,Stop this mo fo..Trump is worse than my imagination,"toxicity, threat",bullying
@defualtsticknode,2025-02-01T13:45:15Z,2025-02-01T13:45:15Z,0,make season 2,non-toxic,non-bullying
@silviocaesar,2025-02-28T20:38:47Z,2025-02-28T20:38:47Z,2,"I&#39;m no fan of Zelensky, but Trump is a disgrace. Vance is a disgrace. Trump&#39;s presence in the White House degrades the U.S. presidency.","toxicity, threat",bullying
@manwithaporpoiseYTsucksD,2025-03-02T00:27:25Z,2025-03-02T00:27:25Z,0,They&#39;re just sucking each other&#39;s balls. I was told it was a conflict.,"toxicity, identity_attack",bullying
@vibekecarstensen1331,2025-03-02T14:23:01Z,2025-03-02T14:23:01Z,1,"What a fat, disgusting blithering seed of satan......and I&#39;m not talking about Zelinski <br>Trump is a national and international embarrassment","toxicity, threat",bullying
@dennishampton101,2025-02-28T22:43:14Z,2025-02-28T22:43:14Z,1,What disgraceful behavior from American so-called leaders.,toxicity,bullying
@kelseylong3490,2025-03-04T03:44:19Z,2025-03-04T03:44:19Z,1,"Just when I think Trump can’t be more ridiculous, he proves me wrong.","toxicity, threat",bullying
@yonathanavendano2494,2024-09-12T15:08:42Z,2024-09-12T15:08:42Z,0,coool,non-toxic,non-bullying
@gayyyyyyyhyhyff,2025-03-06T06:33:09Z,2025-03-06T06:33:09Z,1,Zelensky= useless beggar....... STOP WASTING TAXPAYERS MONEY ON UKRAINE,"toxicity, threat",bullying
@hinaraja2438,2018-09-29T22:50:28Z,2018-09-29T22:50:28Z,0,This is not funny !!! Bastard !!!!,"toxicity, threat",bullying
@NagaVivekeverwin,2019-02-04T20:51:20Z,2019-02-04T20:51:20Z,0,Kangana worst,toxicity,bullying
@defshrimp,2025-03-01T12:52:27Z,2025-03-01T12:52:27Z,0,Let Ukraine fall.  F this little weasel.,"toxicity, threat",bullying
@JazielV,2025-06-04T20:48:56Z,2025-06-04T20:48:56Z,1,the videos are amazing,non-toxic,non-bullying
@stephg4273,2025-03-01T05:05:30Z,2025-03-01T05:05:30Z,1,Trump is an embarrassment.,"toxicity, threat",bullying
@janettemcswiney6637,2025-03-01T00:30:42Z,2025-03-01T00:30:42Z,0,Trump is a fool.,"toxicity, threat",bullying
@ajay_siotiya,2017-08-26T11:39:11Z,2017-08-26T11:39:11Z,3,professional thief,"toxicity, threat",bullying
@Dan-y2m,2021-03-03T18:33:22Z,2021-03-03T18:33:22Z,0,Shot on iphone,"toxicity, sexual_explicit",bullying
@genewheeler6320,2025-03-01T12:52:20Z,2025-03-01T12:52:20Z,1,This is a  disgrace and childish show of how stupid he is,"toxicity, threat",bullying
@PHYISH12,2025-03-02T20:16:17Z,2025-03-02T20:16:17Z,0,"It’s a shame I had a lot of time for a man who was going to turn his country around and make it great, but I have no respect for a bully who in reality just wants to leech off minerals from a struggling war torn country, a parasite! He’s no different to those immigrants that drain the US tax payer. A dirty business all of it","toxicity, threat",bullying
@PradeepSingh-kx3lb,2025-03-01T02:10:56Z,2025-03-01T02:10:56Z,2,Everyone attacking President Trump and vice President must have not heard words of Zelensky.,non-toxic,non-bullying
@ЗаринаЯкупова-у7н,2025-03-20T16:30:45Z,2025-03-20T16:30:45Z,0,237 тоже шеливилась так-то я видела !,non-toxic,non-bullying
@Stevesanjay49,2024-08-28T12:19:05Z,2024-08-28T12:19:05Z,19,Ronaldo is coming❤,non-toxic,non-bullying
@Nguyenducvu1234,2025-06-04T00:36:30Z,2025-06-04T00:36:30Z,10,800M view,non-toxic,non-bullying
@Marsvinen,2025-01-05T19:51:59Z,2025-01-05T19:51:59Z,1,911,non-toxic,non-bullying
@MarkTimofeev2017,2024-03-28T10:28:31Z,2024-03-28T10:28:31Z,0,₽. 1,non-toxic,non-bullying
@ekamjitsingh1311,2025-02-28T21:16:32Z,2025-02-28T21:16:32Z,0,Americans are the last one to trust in this world absolutely pathetic man they don&#39;t have any foreign policy towards their nation we already saw what only one government change absolutely switches their point of view towards the world and they still expect all others to trust america. If I would be on death bed as a country&#39; s leader I won&#39;t even think to rely on American hands. What a hypocrisy. I feel pity for the zelensky and those countries who think America is their partner. Self sufficieny is always the key even russia also don&#39;t do these things what Americans do.,"toxicity, threat",bullying
@bjunior1988,2025-03-01T08:34:09Z,2025-03-01T08:34:09Z,1,"Well, this is the bullshit Americans voted for, so there is no sense in complaining now. Deal with it!!!!","toxicity, identity_attack, threat",bullying
@HassaniZineb,2025-04-20T16:37:50Z,2025-04-20T16:37:50Z,0,❤❤❤❤❤❤❤❤❤❤❤❤😂😂😂😂😂😂😂,non-toxic,non-bullying
@LeonOC123,2025-02-28T22:31:38Z,2025-02-28T22:31:38Z,0,Lefties are so braindead😂,"toxicity, threat",bullying
@damianbrennan49,2025-02-28T21:55:27Z,2025-02-28T21:55:27Z,0,Trump and his thick as a brick stupid lap dog vance! it’s only a matter of time before this gangster and his evil administration are done for!<br>I feel sad for America and the world that will suffer because of these low life stupid uneducated  f..ks! <br>Time for bye bye Trump and next is that little feckin eejit Musk !,"toxicity, threat",bullying
@MrHarlstar,2025-02-28T21:33:04Z,2025-02-28T21:33:04Z,0,"Trump is just a lying bully. He claimed that the Ukraine started the war on Russia He thinks he can lie his way out of everything. <br>Former Vice President Mike Pence, who served under Trump in his first term, addressed a tweet to the president Wednesday rebuking the idea that Ukraine is to blame for the war. &quot;Russia launched an unprovoked and brutal invasion claiming hundreds of thousands of lives,” he said. “The Road to Peace must be built on the Truth.” Unfortunately Trump and his entire team has no idea how to be honest.","toxicity, threat",bullying
@ISRAEL-CONTROL-AMERICA,2025-02-28T23:24:14Z,2025-02-28T23:24:31Z,0,No more $60b to be taken back to Kiev😅😅😅😅<br><br>Weldone Trump and JD for putting that arrogant boy in his place.,"toxicity, threat",bullying
@ummatiofprophetmohammad4721,2019-10-13T11:45:53Z,2019-10-13T11:45:53Z,0,Arnab balatkari always talking shit,"toxicity, identity_attack, threat",bullying
@MuhamadAliAkbar-i5n,2024-06-06T03:25:46Z,2024-06-06T03:25:46Z,1,Mister beast how are you today?,"toxicity, threat",bullying
@rolandlee6898,2025-02-28T20:13:29Z,2025-02-28T20:13:29Z,0,The stupidity of the war is only surpassed by the stupidity of the comments.,"toxicity, threat",bullying
@1FunkyMaya,2025-02-28T19:40:09Z,2025-02-28T19:40:09Z,1,Trump is crazy,"toxicity, threat",bullying
@djgreyjoy1495,2025-03-01T00:23:22Z,2025-03-01T00:23:22Z,0,"Trump is a capo, and Zelensky our hero! SLAVA UKRAINI!","toxicity, threat",bullying
@R-gy1cz,2025-03-01T00:00:00Z,2025-03-01T00:00:00Z,0,"Trump displaying more childlike behavior, when is his staff going to temper him rather than these embarrassing displays of childishness","toxicity, threat",bullying
@НікітаАнтонюк-ъ2й,2025-01-23T19:14:58Z,2025-01-23T19:14:58Z,0,😊22.00.80К,non-toxic,non-bullying
@MdGofran23,2024-02-25T11:55:31Z,2024-02-25T11:55:31Z,0,আমি আপনার সাথে জোগাজোগ করতে চাই এবং আপনার সাথে কাজ করতে চাই আমি খুবই গরীব ২ বেলা ভাত খেতেও খুব কষ্ট হয় আপনি জদি আমাকে একটা সুজগ দেন তাহলে হয়তো আমার জীবন টা পাল্টে জাবে তাই দয়া করে আমাকে একটা সুজুগ দিবেন ভাই  🙏🙏🙏😭😭😭,non-toxic,non-bullying
@margaretlance2741,2025-03-01T14:48:50Z,2025-03-01T19:19:27Z,1,"The big bully. I am so sorry for President Zelenskyy, how disrespected and undiplomatic this was. Not at all how most Americans feel.","toxicity, threat",bullying
@henrikbackevall4605,2025-03-04T07:41:17Z,2025-03-04T07:41:17Z,1,Better them invite Putler and talk same way to him. Putler invaded not Zelensky.  Putler is   the one terrorizing Ukraine. Aiming civilian targets and acting like a true criminal.  Like that banditcountry always done.. Americans should demand a stop of this madness,toxicity,bullying
@boybod120,2024-02-25T15:03:40Z,2024-02-25T15:03:40Z,0,My money and prise,non-toxic,non-bullying
@yashjain9935,2025-03-02T10:48:18Z,2025-03-02T10:48:18Z,1,"President of the most powerful country, behaving like a stupid.","toxicity, threat",bullying
@bombaybloos3900,2017-10-09T14:31:29Z,2017-10-09T14:31:29Z,0,Hate this womanzer and his paid employees commenting here in support of him.. we love Kangana Ranaut..,non-toxic,non-bullying
@lizakulimanova7248,2025-03-01T13:22:30Z,2025-03-01T13:22:30Z,0,Dang! About time!,non-toxic,non-bullying
@ijust_dontknow,2024-12-22T01:12:49Z,2024-12-22T01:12:49Z,4,"<a href=""https://www.youtube.com/watch?v=0e3GPea1Tyg&amp;t=603"">10:03</a> 9/11 twin towers",non-toxic,non-bullying
@AW-tj9zo,2024-01-30T04:24:51Z,2024-01-30T04:30:04Z,2,My personal opinion;  they should let the family of the victims deal out justice to the murderers! And I&#39;m appalled that they Only gave those two people UP TO 15 YEARS FOR KILLING THE SWEET BABY!!! And also the one guy that was sentenced to several months in jail because he punched the man that killed his baby...wtf!,"toxicity, identity_attack",bullying
@nataliafomina5846,2024-06-18T08:49:15Z,2024-06-18T08:49:15Z,1,♡♡♡,non-toxic,non-bullying
@ИринаВ-а,2025-03-03T04:14:43Z,2025-03-03T04:14:43Z,1,"Russia will never be defeated! don’t go to the borders of Russia, European NATO and don’t organize color revolutions and don’t imprison clowns and puppets like in Ukraine!","toxicity, threat",bullying
@sakshamsood6147,2025-03-01T07:02:14Z,2025-03-01T07:02:14Z,0,USA is very selfish,"toxicity, threat",bullying
@karanale1,2025-03-02T10:20:34Z,2025-03-02T10:20:34Z,1,JD is just sucking up to his boss,toxicity,bullying
@johnsimon7364,2025-04-12T19:50:53Z,2025-04-12T19:50:53Z,4,Zelensky is the most corrupt man on earth!!!,"toxicity, threat",bullying
@manojthomas2141,2025-03-01T05:34:16Z,2025-03-01T05:34:16Z,1,"Zelensky 😅 no brain, like baby😅.<br>USA ❤",toxicity,bullying
@許閔翔-i5r,2024-10-12T20:48:14Z,2024-10-12T20:48:14Z,0,早安  希望 韓國女明星(秀智) 和 (潤娥) 可以嫁個好男人 一輩子幸福+389（每天情人節快樂）,non-toxic,non-bullying
@yhonrubio8614,2024-12-25T23:57:48Z,2024-12-26T11:02:38Z,0,Gloria a Dios en los cielos y en la tierra paz a los hombres justos y valientes que luchan por la libertad y la justicia y dan la vida luchando contra los opresores y tiranos de la humanidad,non-toxic,non-bullying
@tomislavlazarov583,2025-03-01T22:26:56Z,2025-03-01T22:26:56Z,2,Fake...Only for cameras and stupid people...,"toxicity, threat",bullying
@uskkhuskkh5337,2025-02-28T21:43:45Z,2025-02-28T21:43:45Z,0,This is the price putin got for leaving Assad of Syria alone  .,non-toxic,non-bullying
@chassanpatrick2799,2024-03-25T19:07:50Z,2024-03-25T19:07:50Z,0,WpaPa,non-toxic,non-bullying
@AdryHernández-y7o6b,2025-06-22T03:39:56Z,2025-06-22T03:39:56Z,0,Quiero que hagas la temporada 3,non-toxic,non-bullying
@davidanrobinson887,2024-05-04T20:07:04Z,2024-05-04T20:07:04Z,0,How Payton nuh get the death penalty,"toxicity, sexual_explicit",bullying
@khandakeralam2358,2025-03-01T13:10:35Z,2025-03-01T13:10:35Z,0,Ukraine President was right in every perspective.👌👍<br>Trump administration is extremely arrogant.👎👎👎,"toxicity, threat",bullying
@LukaBmsl,2025-03-03T05:36:18Z,2025-03-03T05:36:18Z,0,Trump is arrgonat.,"toxicity, threat",bullying
@martasarorova5336,2018-01-11T19:49:04Z,2018-01-11T19:49:04Z,0,Kyghbygy,non-toxic,non-bullying
@usmaniftikhar1184,2025-03-01T05:25:58Z,2025-03-01T05:25:58Z,0,"Bro..first time its not coming out of india,Pakistani or africa , i am kindda enjoying this monkey fight",non-toxic,non-bullying
@bennettfrancis8970,2025-01-28T19:30:44Z,2025-01-28T19:30:44Z,0,Trump stop threatening we don&#39;t care a shit of what you think.<br>They don&#39;t need US.<br>We want the $ should be backed by GOLD.<br>Not just print print print<br>This man is an idiot,"toxicity, identity_attack, threat",bullying
@ldshawty,2024-10-17T03:13:50Z,2024-10-17T03:13:50Z,0,London jumped that wall like spider Man!,non-toxic,non-bullying
@gamezoneplay1386,2025-02-03T13:36:05Z,2025-02-03T13:36:05Z,0,Not Palestine terrorists (IDF is terrorists and land grabbers),"toxicity, threat",bullying
@Matvito23,2025-06-21T10:56:41Z,2025-06-21T10:56:41Z,0,Кагда будет видио про 2 зезон игра в кальмара,non-toxic,non-bullying
@romanriquelme3139,2025-02-28T20:46:49Z,2025-02-28T20:46:49Z,2,This is madness !,non-toxic,non-bullying
@Kio._.106,2024-06-16T11:59:03Z,2024-06-16T11:59:03Z,1,Hell is empty cuz all the devils are here!!,"toxicity, threat",bullying
@nazlone,2025-03-03T10:15:35Z,2025-03-03T10:15:35Z,1,Trump is not a hypocrite.,"toxicity, threat",bullying
@RJap23,2025-03-01T20:39:41Z,2025-03-01T20:39:41Z,0,"This idiot JD Vance spoiled the  peaceful agreement, thats it","toxicity, threat",bullying
@JoseSamuelsibandaSibanda,2025-03-04T17:35:54Z,2025-03-04T17:35:54Z,0,🎉,non-toxic,non-bullying
@soobtle,2025-02-28T19:49:37Z,2025-02-28T19:49:37Z,1,America is a joke. Trump is a big fat orange joke.,"toxicity, threat",bullying
@jaidsayyad1097,2025-04-16T09:10:50Z,2025-04-16T09:10:50Z,0,❤❤❤❤,non-toxic,non-bullying
@larryneal948,2025-03-04T02:58:16Z,2025-03-04T02:58:16Z,1,Trump is dumb than a box of rocks,"toxicity, threat",bullying
@灵左,2025-03-02T07:25:18Z,2025-03-02T07:25:18Z,0,This is the president U Americans choosed?  Why so stupid?,"toxicity, threat",bullying
@stevehernaman6534,2025-03-01T09:06:05Z,2025-03-01T09:06:05Z,0,"yeh your damn right, it is good for american people to see what thier...&quot;leaders &quot; are doing!","toxicity, identity_attack",bullying
@mmr9609,2025-03-01T05:47:21Z,2025-03-01T05:47:21Z,1,This buffoon is getting nothing after colossal loss.<br>You are the killer not Putin.,"toxicity, threat",bullying
@jdsood7101,2025-03-01T12:39:21Z,2025-03-01T12:39:21Z,2,Zelensky is a Donkey,"toxicity, threat",bullying
@kristijanjukic5196,2025-01-07T20:59:29Z,2025-01-07T20:59:29Z,1,I played these games before,non-toxic,non-bullying
@magnafreitassilvadesouzafr1219,2018-03-22T16:01:57Z,2018-03-22T16:01:57Z,0,Você é malvado,non-toxic,non-bullying
@Name260812,2020-07-20T18:18:28Z,2020-07-20T18:18:28Z,0,"OMG. To hear such allegations, with a calm face is really pathetic !!!","toxicity, threat",bullying
@AgateSpace2339,2025-03-03T16:34:05Z,2025-03-03T16:34:05Z,0,Pathetic,"toxicity, threat",bullying
@nakkeeranmaran2241,2025-02-28T21:26:47Z,2025-02-28T21:26:47Z,1,"Every dammn min during this conversation he calls biden name, this guy is too lame only has a big mouth.","toxicity, identity_attack, threat",bullying
@xoxogossipgirl8613,2025-03-05T09:19:31Z,2025-03-05T09:19:31Z,0,TRUMP IS A BULLY,"toxicity, threat",bullying
@MaryannDizon-Mckoy,2024-05-17T22:45:58Z,2024-05-17T22:45:58Z,1,I love you Mr beast,non-toxic,non-bullying
@gixertlr,2025-03-01T09:05:05Z,2025-03-01T09:05:05Z,1,Zelensky is corrupt as ukraine and nato started it along with ukraine being the elites money laundering capital. He just wants money and he shown his true colours. Zelensky is a joke,"toxicity, threat",bullying
@Hobad2009,2025-02-28T22:51:56Z,2025-02-28T22:51:56Z,0,"This was a meeting of 3 men. One a brave leader, one a bully, and the other a puppet.","toxicity, threat",bullying
@andrea7637,2025-02-28T20:52:01Z,2025-02-28T20:52:01Z,1,"all of these comments show how much people ignorant is... USA achieved its goal, that is make Europe weaker. Now that&#39;s done, USA (that is the real player in this war Ukraine side) decided that&#39;s time to closing the games. Open your eyes and your mind, please! But I am aware American propaganda is so strong and worked well.",toxicity,bullying
@mzvonv428,2025-03-01T10:03:03Z,2025-03-01T10:03:03Z,0,Kissinger is spinning like mad in his grave,"toxicity, threat",bullying
@JamesLintz-h9j,2025-03-04T00:34:31Z,2025-03-04T00:34:31Z,2,THE HITLER OF 2025.. TRUMP IS A KILLER...,"toxicity, threat",bullying
@Whattheflip64,2025-03-01T04:58:43Z,2025-03-01T04:58:43Z,2,Trump is such an idiot. He’s making my country I love look atrocious,"toxicity, threat",bullying
@Maria-j6o3t,2025-03-01T07:22:43Z,2025-03-01T07:22:43Z,0,"That. War. Would. Have. Happend ..  because. . Putin..invaded ..Ukraine .  He. Started. It. He. Invaded.   Ukraine .   And  tried .to. Take. Over.   Ukraine. Putin. Murdered.  The. Ukraine..people ..Trump. Doesn&#39;t.  Know. What .  He&#39;s .talking. About . Trump&#39;s .just. Worried,.about  .....money .  Not. Life&#39;s .  He  just.  .crawling.  up. Putin&#39;s. Arse .Trump .",toxicity,bullying
@ABC12349,2022-11-12T10:40:06Z,2022-11-12T10:40:06Z,0,Hrithik is Indian micheal kackson,non-toxic,non-bullying
@anonymous-iu4th,2025-03-04T01:39:54Z,2025-03-04T01:39:54Z,0,Trump is pathetic. Europe needs to cut the US off and focus on each other,"toxicity, threat",bullying
@silverhawk911,2025-03-02T05:54:47Z,2025-03-02T05:54:47Z,0,"A less compassionate President being elected, it&#39;s just Zelensky&#39;s luck but that means he could forge alliance with other nations.",non-toxic,non-bullying
@PeaceMoyo-m8p,2025-03-02T10:49:08Z,2025-03-02T10:49:08Z,0,Now i agree with North Korean president way he say Trump is stupid,"toxicity, threat",bullying
@AuditorUK,2025-02-28T19:01:46Z,2025-02-28T19:01:46Z,0,US is embarrassing,"toxicity, threat",bullying
@bouboulesly2437,2025-03-01T13:33:40Z,2025-03-01T13:33:40Z,0,Clown shameless liar with your fake photos,"toxicity, threat",bullying
@avinashghadge1683,2020-09-04T09:54:34Z,2020-09-04T09:54:34Z,0,Bastard is lying,"toxicity, threat",bullying
@joycekoch5746,2025-02-28T19:34:33Z,2025-02-28T19:34:33Z,0,What a disaster. China must be laughing wondering if the allies could ever hold<br>together to defend Taiwan.,non-toxic,non-bullying
@coffee2630,2017-04-22T14:46:46Z,2017-04-22T14:46:46Z,0,Your so rude! If I saw that I would of punched your face,"toxicity, sexual_explicit",bullying
@MomentousOpus,2019-10-20T21:53:31Z,2019-10-20T21:54:06Z,0,"Sometimes in life you come across ppl like Arnab, where you just don&#39;t know what to say to them or what to do to them..<br><br>Ex: Laugh at him, curse him, swear at him, or simply just tell him &quot;shut the fuck up&quot;. <br><br>It&#39;s like a goat taking a shiit..just goes on and on and on","toxicity, identity_attack, threat",bullying
@ForeignGuapa,2025-02-28T23:12:29Z,2025-02-28T23:12:29Z,0,Bruh trump saying he has to be thankful yet America is the most ungreatful country ever is crazy,"toxicity, threat",bullying
@renazerozero,2025-03-01T07:22:20Z,2025-03-01T07:22:20Z,0,President&#39;s opinion of great television.,non-toxic,non-bullying
@ruchi3882,2020-08-29T15:54:20Z,2020-08-29T15:54:20Z,0,Rubbish,"toxicity, threat",bullying
@jillianmoore7456,2024-06-28T10:43:20Z,2024-06-28T10:43:20Z,0,There’s always that one person who just sits there like “welp this sucks” and does nothing.,"toxicity, identity_attack, threat",bullying
@rmpintosr,2025-03-01T20:57:58Z,2025-03-01T20:57:58Z,1,zelensky vs idiots,"toxicity, threat",bullying
@supersonicricky2810,2018-12-17T03:29:05Z,2018-12-17T03:29:05Z,0,I did that yesterday,non-toxic,non-bullying
@siddhanttyagi5104,2017-12-20T19:30:13Z,2017-12-20T19:30:13Z,0,"Hritik is good guy. Unlike the  KHANS, he has never been a part of any controversy. Always has been a cheerful actor and a great person. Just coz a woman wants to get some attention she chooses Hritik to be part of her game. Nothing against women, but this bullshit. Get a life, Kangana.","toxicity, identity_attack",bullying
@drewrunning6535,2025-02-28T23:29:09Z,2025-02-28T23:29:09Z,0,"Oh my God, America is such an embarrassment","toxicity, threat",bullying
